ID,imdb_title_id,title,original_title,Year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
1460,tt0025619,Palooka,Palooka,1934,1/26/1934,"Comedy, Music",86,USA,English,Benjamin Stoloff,"Ham Fisher, Jack Jevne",Edward Small Productions,"Jimmy Durante, Lupe Velez, Stuart Erwin, Marjorie Rambeau, Robert Armstrong, Mary Carlisle, William Cagney, Thelma Todd, Franklyn Ardell, Tom Dugan, Louise Beavers, Fred 'Snowflake' Toones, Gus Arnheim","Knobby discovers young hunk Palooka and trains him to fight the reigning champ, also drunken sot, Al McSwatt.",6.2,268,,,,,12,3
1509,tt0025893,The Thundering Herd,The Thundering Herd,1933,3/1/1933,Western,62,USA,English,Henry Hathaway,"Zane Grey, Jack Cunningham",Paramount Pictures,"Randolph Scott, Judith Allen, Buster Crabbe, Noah Beery, Raymond Hatton, Blanche Friderici, Harry Carey, Monte Blue, Barton MacLane, Al Bridge, Dick Rush, Frank Rice, Buck Connors, Charles McMurphy",Both Sprague and Jett and their crews are hunting buffalo. Doan is with Sprague and is looking for the Jett outfit where his girlfriend Milly is being held against her will. In addition to ...,5.6,168,,,,,9,4
1511,tt0025903,The Trail Beyond,The Trail Beyond,1934,10/22/1934,"Action, Adventure, Drama",55,USA,English,Robert N. Bradbury,"James Oliver Curwood, Lindsley Parsons",Paul Malvern Productions,"John Wayne, Verna Hillie, Noah Beery, Noah Beery Jr., Robert Frazer, Iris Lancaster, James A. Marcus, Eddie Parker, Earl Dwire",Rod Drew hunts for a missing girl and finds himself in a fight over a goldmine as well.,5.4,684,,,,,25,7
1529,tt0025969,West of the Divide,West of the Divide,1934,2/15/1934,"Action, Adventure, Romance",54,USA,English,Robert N. Bradbury,Robert N. Bradbury,Paul Malvern Productions,"John Wayne, Virginia Brown Faire, George 'Gabby' Hayes, Lloyd Whitlock, Yakima Canutt, Lafe McKee, Billy O'Brien, Dick Dickinson, Earl Dwire",Ted Hayden impersonates a wanted man and joins Gentry's gang only to learn later that Gentry was the one who killed his father. He saves Virginia Winters' dad's ranch from Gentry and also rescues his long-lost brother Spud.,5.3,751,,,,,19,6
1559,tt0026104,Becky Sharp,Becky Sharp,1935,1/24/1936,"Drama, Romance, War",84,USA,"English, French","Rouben Mamoulian, Lowell Sherman","William Makepeace Thackeray, Langdon Mitchell",Pioneer Pictures Corporation,"Miriam Hopkins, Frances Dee, Cedric Hardwicke, Billie Burke, Alison Skipworth, Nigel Bruce, Alan Mowbray, G.P. Huntley, William Stack, George Hassell, William Faversham, Charles Richman, Doris Lloyd, Colin Tapley, Leonard Mudie","Set against the background of the Battle of Waterloo, Becky Sharp is the story of Vanity Fair by Thackeray. Becky and Amelia are girls at school together, but Becky is from a ""show biz"" ...",5.9,796,"$950,000",,,,31,19
1584,tt0026195,Chandu on the Magic Island,Chandu on the Magic Island,1935,8/1/1935,"Fantasy, Adventure",70,USA,English,Ray Taylor,"Barry Barringer, Harry A. Earnshaw",Sol Lesser Productions,"Bela Lugosi, Maria Alba, Clara Kimball Young, Dean Benton, Phyllis Ludwig, Murdock MacQuarrie, Wilfred Lucas, Josef Swickard, J.J. Clark","On the mystic island of Lemuria, the cult of Ubasti seek the Egyptian Princess Nadji to sacrifice so that their goddess Ossana, whose soul resides in Nadji's body, may be resurrected by ...",4.6,133,,,,,8,6
1589,tt0026209,"Chloe, Love Is Calling You","Chloe, Love Is Calling You",1934,4/1/1934,Horror,62,USA,English,Marshall Neilan,Marshall Neilan,Pinnacle Productions,"Olive Borden, Reed Howes, Molly O'Day, Francis Joyner, Georgette Harvey, Jess Cavin, Augustus Smith, Richard Huey, Philip Ober, Shreveport Home Wreckers",A black voodoo priestess comes out of the Louisians swamps to take revenge on the white plantation owner she believes killed her husband.,3.6,207,,,,,12,6
1600,tt0026267,The Dawn Rider,The Dawn Rider,1935,6/20/1935,"Action, Adventure, Drama",53,USA,English,Robert N. Bradbury,Lloyd Nosler,Paul Malvern Productions,"John Wayne, Marion Burns, Dennis Moore, Reed Howes, Joseph De Grasse, Yakima Canutt, Earl Dwire, Nelson McDowell","After seeing his father gunned down, a young man vows to bring the desperados to justice.",5.2,927,"$10,000",,,,22,6
1644,tt0026493,Hop-a-Long Cassidy,Hop-a-Long Cassidy,1935,8/23/1935,Western,60,USA,English,Howard Bretherton,"Clarence E. Mulford, Doris Schroeder",Harry Sherman Productions,"William Boyd, James Ellison, Paula Stone, George 'Gabby' Hayes, Kenneth Thomson, Frank McGlynn Jr., Charles Middleton, Robert Warwick, Willie Fung, Frank Campeau, Jim Mason, Ted Adams, Franklyn Farnum",An evil ranch foreman tries to provoke a range war by playing two cattlemen against each other while helping a gang to rustle the cattle. Each cattleman blames the other for missing cattle....,6.9,240,"$85,000",,,,8,1
1664,tt0026621,Let 'em Have It,Let 'em Have It,1935,5/17/1935,"Crime, Drama",96,USA,English,Sam Wood,"Joseph Moncure March, Elmer Harris",Edward Small Productions,"Richard Arlen, Virginia Bruce, Alice Brady, Bruce Cabot, Harvey Stephens, Eric Linden, Joyce Compton, Gordon Jones, J. Farrell MacDonald, Bodil Rosing, Paul Stanton, Hale Hamilton, Robert Emmett O'Connor, Dorothy Appleby, Barbara Pepper","Young Federal gang-busters in action, with pauses for romance.",6.5,152,,,,,9,1
1680,tt0026684,The Marines Are Coming,The Marines Are Coming,1934,11/20/1934,"Action, Drama, Romance",74,USA,English,David Howard,"James Gruen, John Rathmell",Mascot Pictures,"William Haines, Esther Ralston, Conrad Nagel, Armida, Edgar Kennedy, Hale Hamilton","When Lt. ""Wild Bill"" Traynor, bad boy of the Marine Corps, arrives at a San Diego Marine Base, he is surprised to discover he has been assigned to duty under his old rival, Captain Benton (...",5.3,198,,,,,8,1
1699,tt0026755,The Mysterious Mr. Wong,The Mysterious Mr. Wong,1934,12/22/1934,Mystery,63,USA,English,William Nigh,"Harry Stephen Keeler, Lew Levenson",Monogram Pictures,"Bela Lugosi, Wallace Ford, Arline Judge, E. Alyn Warren, Lotus Long, Robert Emmett O'Connor, Edward Peil Sr., Luke Chan, Lee Shumway, Etta Lee, Ernest F. Young","Investigating a series of murders in Chinatown, wise-guy reporter Jason Barton is captured by the megalomaniacal Mr. Wong, desperately trying to complete his collection of the twelve gold ...",4.9,627,,,,,31,11
1700,tt0026756,The Mystery Man,The Mystery Man,1935,2/12/1935,"Action, Adventure, Crime",65,USA,English,Ray McCarey,"Tate Finn, William A. Johnston",Paul Malvern Productions,"Robert Armstrong, Maxine Doyle, Henry Kolker, LeRoy Mason, James Burke, Guy Usher, James P. Burtis, Monte Collins, Sam Lufkin, Otto Fries, Norman Houston, Dell Henderson, Lee Shumway, Sam Flint","When he runs short of money, a newspaper reporter pawns a police revolver he was given after he helped the police solve a case. Later on the gun is used in a murder, and the reporter is suspected of committing the crime.",5.5,144,,,,,10,5
1723,tt0026846,Paradise Canyon,Paradise Canyon,1935,7/20/1935,"Action, Adventure, Crime",52,USA,English,Carl Pierson,"Lindsley Parsons, Robert Emmett Tansey",Paul Malvern Productions,"John Wayne, Marion Burns, Reed Howes, Earle Hodgins, Gino Corrado, Yakima Canutt, Perry Murdock, Gordon Clifford, Henry Hall",An undercover agent for the government is sent to round up a gang of counterfeiters operating near the Mexican border.,5.1,708,,,,,21,5
1738,tt0026908,Rainbow Valley,Rainbow Valley,1935,3/15/1935,"Action, Romance, Western",52,USA,English,Robert N. Bradbury,"Lindsley Parsons, Lindsley Parsons",Paul Malvern Productions,"John Wayne, Lucile Browne, George 'Gabby' Hayes, LeRoy Mason, Lloyd Ingraham, Jay Wilsey, Frank Ball, Bert Dillard",John Martin is a government agent working under cover. Leading citizen Morgan calls in gunman Galt who blows Martin's cover.,5.5,505,,,,,16,5
1774,tt0027053,Streamline Express,Streamline Express,1935,9/15/1935,"Comedy, Drama, Mystery",71,USA,English,Leonard Fields,"Wellyn Totman, Leonard Fields",Mascot Pictures,"Victor Jory, Evelyn Venable, Esther Ralston, Erin O'Brien-Moore, Ralph Forbes, Sidney Blackmer, Vince Barnett, Clay Clement, Bobby Watson, Lee Moran, Syd Saylor, Libby Taylor, Edward Hearn, Allan Cavan","A disparate group of people meet as passengers on a super-speed train crossing the U.S. Aboard are a seductive confidence man, a stage director masquerading as a steward in hopes of ...",5.7,105,,,,,7,2
1788,tt0027136,The Triumph of Sherlock Holmes,The Triumph of Sherlock Holmes,1935,8/26/1935,"Mystery, Thriller",84,UK,English,Leslie S. Hiscott,"Arthur Conan Doyle, H. Fowler Mear",Real Art Productions,"Arthur Wontner, Lyn Harding, Leslie Perrins, Jane Carr, Ian Fleming, Charles Mortimer, Minnie Rayner, Michael Shepley, Ben Welden, Roy Emerton, Conway Dixon, Wilfrid Caithness, Edmund D'Alby, Ernest Lynds","Holmes, retired to Sussex, is drawn into a last case when.arch enemy Moriarty arranges with an American gang to kill one John Douglas, a country gentleman with a mysterious past. Holmes' ...",5.9,493,,,,,27,9
1816,tt0027286,The Amazing Quest of Ernest Bliss,The Amazing Quest of Ernest Bliss,1936,2/1/1937,"Drama, Romance, Comedy",80,UK,"English, Italian",Alfred Zeisler,"E. Phillips Oppenheim, John L. Balderston",Garrett-Klement Pictures,"Cary Grant, Mary Brian, Peter Gawthorne, Henry Kendall, Leon M. Lion, John Turnbull, Arthur Hardy, Iris Ashley, Garry Marsh, Andreas Malandrinos, Alfred Wellesley, Marie Wright, Buena Bent, Charles Farrell, Quinton McPherson",A bored millionaire wagers his doctor that he can support himself at a working class job for year without touching his inheritance.,6.3,1510,,,,,29,6
1839,tt0027420,Captain Calamity,Captain Calamity,1936,11/29/1936,"Action, Adventure, Crime",66,USA,English,John Reinhardt,"Gordon Ray Young, Crane Wilbur",George A. Hirliman Productions,"George Houston, Marian Nixon, Vince Barnett, Crane Wilbur, Juan Torena, Movita, Roy D'Arcy, George J. Lewis, Margaret Irving, Louis Natheaux, Barry Norton, Lloyd Ingraham, Alberto Gandero, Harold Howard, Charles Moyer",A South Seas skipper fights off thieves and pirates who are after a lost treasure.,4.4,100,,,,,7,
1858,tt0027481,The Crimes of Stephen Hawke,The Crimes of Stephen Hawke,1936,5/1/1936,"Crime, Drama, Thriller",69,UK,English,George King,"Jack Celestin, Frederick Hayward",George King Productions,"Tod Slaughter, Marjorie Taylor, D.J. Williams, Eric Portman, Graham Soutten, Gerald Barry, George M. Slater, Charles Penrose, Norman Pierce, Flotsam and Jetsam, B.C. Hilliam, Malcolm 'Mr. Jetsam' McEachern","A crazed killer known as ""The Spinebreaker"" is terrorizing London with a series of grisly murders. The police seem powerless to stop him.",5.5,204,,,,,17,3
1861,tt0027488,Custer's Last Stand,Custer's Last Stand,1936,1/2/1936,"Adventure, History, Romance",328,USA,English,Elmer Clifton,"George Arthur Durlam, Eddie Granemann",Weiss Productions,"Rex Lease, Lona Andre, William Farnum, Ruth Mix, Jack Mulhall, Nancy Caswell, George Chesebro, Dorothy Gulliver, Frank McGlynn Jr., Helen Gibson, Josef Swickard, Chief Thundercloud, Reed Howes, Bobby Nelson, Robert Walker","When some men are attacked by Indians, a survivor obtains an Indian medicine arrow. An Indian tells Blade he has found gold but will not tell him where until he has that arrow. So Blade ...",4.6,184,,,,,4,2
1863,tt0027496,Dancing Pirate,Dancing Pirate,1936,5/22/1936,"Adventure, Comedy, Music",83,USA,English,Lloyd Corrigan,"Ray Harris, Francis Edward Faragoh",Pioneer Pictures Corporation,"Charles Collins, Frank Morgan, Steffi Duna, Luis Alberni, Victor Varconi, Jack La Rue, Alma Real, William V. Mong, Mitchell Lewis, Julian Rivero, John Eberts, The Royal Cansino Dancers",The story of a Boston dance teacher who gets shanghaied by buccaneers who might make his next steps be off the plank!,5.2,186,,,,,22,4
1902,tt0027697,Great Guy,Great Guy,1936,12/1/1936,"Crime, Drama, Film-Noir",66,USA,English,John G. Blystone,"James Edward Grant, Henry McCarty",Zion Meyers Productions,"James Cagney, Mae Clarke, James Burke, Edward Brophy, Henry Kolker, Bernadene Hayes, Edward McNamara, Robert Gleckler, Joe Sawyer, Edward Gargan, Matty Fain, Mary Gordon, Wallis Clark, Douglas Wood",The adventures of an investigator (Cagney) for the Bureau of Weights and Measures.,6.3,791,,,,,31,5
1907,tt0027727,Hearts in Bondage,Hearts in Bondage,1936,5/26/1936,"Drama, History, War",72,USA,English,Lew Ayres,"Bernard Schubert, Olive Cooper",Republic Pictures (I),"James Dunn, Mae Clarke, David Manners, Charlotte Henry, Henry B. Walthall, Fritz Leiber, George Irving, Irving Pichel, J.M. Kerrigan, Frank McGlynn Sr., Ben Alexander, Oscar Apfel, Clay Clement, Edward Gargan, Russell Hicks","Best friends Kenneth Reynolds and Raymond Jordan are U.S. Navy officers, and Kenneth is engaged to Raymond's sister. But the eruption of the Civil War divides them, as Raymond stands by his...",5.5,113,,,,,12,
1911,tt0027760,Hopalong Cassidy Returns,Hopalong Cassidy Returns,1936,10/16/1936,"Adventure, Drama, Romance",74,USA,English,Nate Watt,"Clarence E. Mulford, Harrison Jacobs",Harry Sherman Productions,"William Boyd, George 'Gabby' Hayes, Gail Sheridan, Evelyn Brent, Morris Ankrum, William Janney, Irving Bacon, Grant Richards, John Beck, Al St. John, Ernie Adams, Joe Rickson, Ray Whitley, Claude Smith",A crusading newspaper editor recruits his old friend Hoppy to take the job of marshal in a town rife with vice and murder directed at helpless miners.,7.2,182,,,,,9,1
1915,tt0027810,It's Love Again,It's Love Again,1936,5/30/1936,"Comedy, Musical",83,UK,English,Victor Saville,"Marion Dix, Marion Dix",Gaumont British Picture Corporation,"Jessie Matthews, Robert Young, Sonnie Hale, Ernest Milton, Robb Wilton, Sara Allgood, Cyril Wells, Warren Jenkins, David Horne, Athene Seyler, Glennis Lorimer, Robert Hale, Cyril Raymond","Elaine Bradford is a young singer and dancer, looking for her big break. Peter Carlton is a gossip columnist facing a deadline and a blank page. So, Peter invents ""Mrs. Smythe-Smythe"", a ...",6.5,141,,,,,11,2
1960,tt0028004,Murder with Pictures,Murder with Pictures,1936,9/25/1936,"Crime, Mystery",69,USA,English,Charles Barton,"George Harmon Coxe, Sidney Salkow",Paramount Pictures,"Lew Ayres, Gail Patrick, Paul Kelly, Benny Baker, Ernest Cossart, Onslow Stevens, Joyce Compton, Anthony Nace, Joe Sawyer, Don Rowan, Frank Sheridan, Irving Bacon, Purnell Pratt","Suspected crime boss Nate Girard beats a murder rap, and newspaper photographer Kent Murdock is on the story. Girard and lawyer Redfield throw a party for the news men where Murdock ...",5.7,249,,,,,17,2
1962,tt0028010,My Man Godfrey,My Man Godfrey,1936,4/9/1937,"Comedy, Drama, Romance",94,USA,"English, Russian",Gregory La Cava,"Morrie Ryskind, Eric Hatch",Universal Pictures,"William Powell, Carole Lombard, Alice Brady, Gail Patrick, Eugene Pallette, Jean Dixon, Alan Mowbray, Mischa Auer, Pat Flaherty, Robert Light",A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,8,19213,"$656,000",,,,402,104
1968,tt0028054,The Old Corral,The Old Corral,1936,12/21/1936,"Comedy, Crime, Drama",57,USA,English,Joseph Kane,"Bernard McConville, Sherman L. Lowe",Republic Pictures (I),"Gene Autry, Smiley Burnette, Irene Manning, Sons of the Pioneers, Champion, Cornelius Keefe, Lon Chaney Jr., John Bradford, Milburn Morante, Abe Lefton, Merrill McCormick, Charles Sullivan, Buddy Roosevelt, Lynton Brent, Frankie Marvin","As the sheriff of a small western town, Autry sings his way into a relationship with Eleanor, a singer from a Chicago nightclub who earlier witnessed a murder.",5.9,189,,,,,19,4
1969,tt0028062,One Rainy Afternoon,One Rainy Afternoon,1936,5/13/1936,"Comedy, Musical, Romance",81,USA,English,Rowland V. Lee,"Stephen Morehouse Avery, Maurice Hanline",Pickford-Lasky,"Francis Lederer, Ida Lupino, Hugh Herbert, Roland Young, Erik Rhodes, Joseph Cawthorn, Liev De Maigret, Donald Meek, Georgia Caine, Murray Kinnell, Mischa Auer, Richard Carle, Phyllis Barry, Lois January, Eily Malyon","Actor Philippe Martin and his married date Yvonne plan to neck in a darkened cinema, but he gets the wrong seat and mistakenly kisses lovely Monique, a publisher's daughter. An absurd ...",6.1,194,"$511,383",,,,9,1
1984,tt0028135,The President's Mystery,The President's Mystery,1936,9/28/1936,"Drama, Mystery, Thriller",80,USA,English,Phil Rosen,"Franklin D. Roosevelt, Samuel Hopkins Adams",Republic Pictures (I),"Henry Wilcoxon, Betty Furness, Sidney Blackmer, Evelyn Brent, Barnett Parker, Mel Ruick, Wade Boteler, John Wray, Guy Usher, Robert Homans, Si Jenks, Arthur Aylesworth, Harry Antrim, Byron Foulger","A millionaire with a crumbling personal life comes up with an idea on how he can disappear, start a new life without anyone knowing who he is and be able to take all his money with him.",5.7,135,,,,,13,2
1986,tt0028140,Prison Shadows,Prison Shadows,1936,7/18/1936,"Crime, Drama",65,USA,English,Robert F. Hill,Al Martin,Mercury Pictures Corporation,"Edward J. Nugent, Lucille Lund, Joan Barclay, Forrest Taylor, Syd Saylor, Monte Blue, John Elliott, John Cowell, Willard Kent, Walter O'Keefe, Corky",A boxer is framed for murder after an opponent dies in the ring.,4.5,117,,,,,11,3
